Words	Exact	CMS	Abs_Err	Rel_Err	Rel_Err_Mean
	40266	40270	4	9.933939303630854e-05	4.35694
acquit	1	1	0	0.0
acquitted	2	7	5	2.5
across	10	11	1	0.1
act	24	25	1	0.041666666666666664
acted	12	14	2	0.16666666666666666
acting	8	20	12	1.5
action	11	28	17	1.5454545454545454
actions	7	13	6	0.8571428571428571
active	9	15	6	0.6666666666666666
actively	1	4	3	3.0
activity	4	22	18	4.5
actor	1	11	10	10.0
actors	3	5	2	0.6666666666666666
actress	1	17	16	16.0
acts	2	20	18	9.0
actual	1	4	3	3.0
actuated	1	7	6	6.0
acuteness	1	5	4	4.0
add	16	20	4	0.25
added	53	57	4	0.07547169811320754
adder	1	8	7	7.0
adding	4	5	1	0.25
addition	20	21	1	0.05
additional	5	29	24	4.8
additionally	2	6	4	2.0
additions	1	13	12	12.0
address	22	29	7	0.3181818181818182
addressed	20	24	4	0.2
addresses	1	7	6	6.0
addressing	21	28	7	0.3333333333333333
adieu	21	28	7	0.3333333333333333
adieux	2	9	7	3.5
adjoining	5	7	2	0.4
adjure	1	3	2	2.0
adjust	1	4	3	3.0
adjusted	1	6	5	5.0
admirabile	1	16	15	15.0
admirable	10	23	13	1.3
admirably	6	11	5	0.8333333333333334
admirals	2	5	3	1.5
admiralty	1	9	8	8.0
admiration	7	18	11	1.5714285714285714
admire	3	7	4	1.3333333333333333
admired	5	8	3	0.6
admirer	1	5	4	4.0
admiring	5	16	11	2.2
admission	4	9	5	1.25
admit	12	17	5	0.4166666666666667
admitted	11	25	14	1.2727272727272727
admitting	1	7	6	6.0
admonitions	1	4	3	3.0
ado	1	7	6	6.0
adolescence	1	23	22	22.0
adopt	5	11	6	1.2
adopted	7	8	1	0.14285714285714285
adorable	1	14	13	13.0
adore	3	14	11	3.6666666666666665
adored	6	14	8	1.3333333333333333
adores	3	11	8	2.6666666666666665
adorn	2	15	13	6.5
adorned	1	12	11	11.0
adornment	1	6	5	5.0
advance	21	48	27	1.2857142857142858
advanced	41	43	2	0.04878048780487805
advancement	1	50	49	49.0
advances	5	14	9	1.8
advancing	6	22	16	2.6666666666666665
advantage	30	41	11	0.36666666666666664
advantageous	6	16	10	1.6666666666666667
advantageously	1	14	13	13.0
advantages	3	4	1	0.3333333333333333
adventure	22	44	22	1.0
adventurer	1	1	0	0.0
adventurers	2	3	1	0.5
adventures	6	11	5	0.8333333333333334
adventurous	3	10	7	2.3333333333333335
adversaries	6	12	6	1.0
adversary	25	41	16	0.64
adversity	1	5	4	4.0
advice	23	39	16	0.6956521739130435
advise	9	11	2	0.2222222222222222
advised	5	7	2	0.4
advising	1	11	10	10.0
afar	2	2	0	0.0
affable	2	12	10	5.0
affair	77	80	3	0.03896103896103896
affaira	1	5	4	4.0
affairs	24	27	3	0.125
affect	3	6	3	1.0
affectation	3	8	5	1.6666666666666667
affectations	1	9	8	8.0
affected	7	13	6	0.8571428571428571
affectedly	1	10	9	9.0
affecting	3	5	2	0.6666666666666666
affectingly	1	7	6	6.0
affection	10	15	5	0.5
affectionate	5	12	7	1.4
affectionately	1	4	3	3.0
affects	2	4	2	1.0
affianced	2	17	15	7.5
affirm	4	29	25	6.25
affirmation	1	8	7	7.0
affirmative	4	29	25	6.25
affirmed	2	8	6	3.0
affixed	1	3	2	2.0
affliction	1	5	4	4.0
affluence	1	15	14	14.0
afford	8	23	15	1.875
afforded	3	6	3	1.0
affright	1	17	16	16.0
affrighted	1	5	4	4.0
affront	1	8	7	7.0
afoot	1	9	8	8.0
aforesaid	1	9	8	8.0
afraid	30	32	2	0.06666666666666667
afresh	3	9	6	2.0
after	255	261	6	0.023529411764705882
afternoon	2	9	7	3.5
afternoontwo	1	9	8	8.0
afterthought	1	2	1	1.0
afterward	39	49	10	0.2564102564102564
afterwards	2	6	4	2.0
again	180	192	12	0.06666666666666667
againand	1	15	14	14.0
against	160	162	2	0.0125
againthat	1	3	2	2.0
age	25	28	3	0.12
agent	4	7	3	0.75
agentis	1	11	10	10.0
agents	3	3	0	0.0
ages	2	22	20	10.0
aggravated	1	7	6	6.0
aggressors	2	9	7	3.5
agile	1	7	6	6.0
agility	3	14	11	3.6666666666666665
agitate	2	6	4	2.0
agitated	10	14	4	0.4
agitating	1	28	27	27.0
agitation	3	6	3	1.0
ago	20	24	4	0.2
agony	12	21	9	0.75
agree	15	20	5	0.3333333333333333
agreeable	21	21	0	0.0
agreeably	1	7	6	6.0
agreed	30	43	13	0.43333333333333335
agreeing	1	6	5	5.0
agreement	23	33	10	0.43478260869565216
ah	223	227	4	0.017937219730941704
ahead	2	21	19	9.5
ahem	1	6	5	5.0
aid	11	27	16	1.4545454545454546
aiguillettes	2	5	3	1.5
ailment	1	1	0	0.0
aim	6	19	13	2.1666666666666665
aimed	7	10	3	0.42857142857142855
aiming	1	6	5	5.0
aimless	1	11	10	10.0
air	74	84	10	0.13513513513513514
airs	5	8	3	0.6
ajar	2	8	6	3.0
ajax	1	6	5	5.0
alabaster	1	5	4	4.0
alacrity	1	11	10	10.0
alarm	3	7	4	1.3333333333333333
alarmed	6	19	13	2.1666666666666665
alarmest	1	4	3	3.0
alas	33	35	2	0.06060606060606061
alcove	2	6	4	2.0
aldermen	6	11	5	0.8333333333333334
alert	2	7	5	2.5
alexandre	1	24	23	23.0
alibi	2	7	5	2.5
alighted	9	63	54	6.0
alighting	1	8	7	7.0
alike	3	10	7	2.3333333333333335
alive	5	15	10	2.0
all	998	1014	16	0.01603206412825651
alleging	1	8	7	7.0
alleviate	1	6	5	5.0
alley	3	11	8	2.6666666666666665
alliance	1	4	3	3.0
alliances	1	7	6	6.0
allied	3	5	2	0.6666666666666666
allies	1	2	1	1.0
allin	1	39	38	38.0
allis	1	19	18	18.0
allow	53	63	10	0.18867924528301888
allowed	32	39	7	0.21875
allowing	7	8	1	0.14285714285714285
allows	1	3	2	2.0
allpowerful	2	3	1	0.5
allspeak	1	11	10	10.0
allthat	1	4	3	3.0
allthe	2	5	3	1.5
allto	1	17	16	16.0
allurement	1	10	9	9.0
allusion	3	6	3	1.0
allwere	1	5	4	4.0
ally	1	2	1	1.0
allyour	1	5	4	4.0
almond	1	10	9	9.0
almonds	1	12	11	11.0
almoner	1	16	15	15.0
almost	85	113	28	0.32941176470588235
almostnew	1	10	9	9.0
alms	2	11	9	4.5
alone	134	147	13	0.09701492537313433
aloneshe	1	12	11	11.0
along	38	42	4	0.10526315789473684
alongside	1	8	7	7.0
aloud	23	36	13	0.5652173913043478
aloudprayers	1	7	6	6.0
already	102	108	6	0.058823529411764705
alreadywounded	1	17	16	16.0
also	54	55	1	0.018518518518518517
alsoi	1	24	23	23.0
altar	3	14	11	3.6666666666666665
alter	1	4	3	3.0
alteration	4	6	2	0.5
altered	3	6	3	1.0
alternate	1	20	19	19.0
alternately	1	5	4	4.0
although	70	72	2	0.02857142857142857
altisimm	1	16	15	15.0
altogether	4	17	13	3.25
always	99	106	7	0.0707070707070707
am	442	446	4	0.00904977375565611
amazed	2	6	4	2.0
amazement	1	24	23	23.0
ambassador	5	20	15	3.0
ambassadors	1	5	4	4.0
ambiguous	2	4	2	1.0
ambition	8	23	15	1.875
ambitionapart	1	5	4	4.0
ambitious	6	9	3	0.5
ambuscade	7	16	9	1.2857142857142858
ambuscades	1	7	6	6.0
ambush	1	8	7	7.0
ambushes	2	18	16	8.0
amen	3	9	6	2.0
amends	1	6	5	5.0
amenity	1	5	4	4.0
america	2	23	21	10.5
amiable	9	11	2	0.2222222222222222
amid	25	42	17	0.68
amiens	18	22	4	0.2222222222222222
amiss	1	5	4	4.0
among	44	68	24	0.5454545454545454
amorous	10	14	4	0.4
amount	5	12	7	1.4
amounts	2	6	4	2.0
amours	5	8	3	0.6
ample	3	12	9	3.0
amsterdam	1	3	2	2.0
amuse	6	13	7	1.1666666666666667
amused	8	11	3	0.375
amusement	5	13	8	1.6
amusements	1	4	3	3.0
amuses	1	12	11	11.0
amusing	3	3	0	0.0
an	726	737	11	0.015151515151515152
analysis	1	5	4	4.0
analyzed	1	17	16	16.0
ancestor	1	11	10	10.0
ancestors	2	7	5	2.5
anchor	6	16	10	1.6666666666666667
ancient	6	17	11	1.8333333333333333
ancients	1	15	14	14.0
and	5899	5919	20	0.0033904051534158334
andalusian	2	12	10	5.0
andlet	2	7	5	2.5
andon	1	13	12	12.0
anew	4	4	0	0.0
angel	16	26	10	0.625
angelic	3	8	5	1.6666666666666667
angels	1	6	5	5.0
anger	32	44	12	0.375
angers	2	11	9	4.5
angle	12	23	11	0.9166666666666666
angles	1	2	1	1.0
angoutin	2	3	1	0.5
angrier	1	3	2	2.0
angry	12	14	2	0.16666666666666666
anguish	3	8	5	1.6666666666666667
animadvertuntur	1	1	0	0.0
animal	5	17	12	2.4
animals	4	10	6	1.5
animated	8	14	6	0.75
animation	2	7	5	2.5
animosity	2	12	10	5.0
anjou	8	21	13	1.625
anmon	1	11	10	10.0
anne	48	50	2	0.041666666666666664
annex	1	4	3	3.0
annihilated	2	6	4	2.0
anniversary	1	5	4	4.0
announce	9	23	14	1.5555555555555556
announced	24	34	10	0.4166666666666667
announcement	3	8	5	1.6666666666666667
announces	1	5	4	4.0
announcing	3	9	6	2.0
annoy	5	10	5	1.0
annoyance	3	9	6	2.0
annoyances	1	6	5	5.0
annoyed	5	18	13	2.6
annoying	5	8	3	0.6
annoys	2	2	0	0.0
anointed	1	1	0	0.0
another	144	145	1	0.006944444444444444
anotherconfide	1	14	13	13.0
anothers	2	27	25	12.5
anquetil	1	3	2	2.0
answer	60	65	5	0.08333333333333333
answered	38	42	4	0.10526315789473684
answering	3	9	6	2.0
answers	1	1	0	0.0
ant	1	6	5	5.0
antagonist	3	10	7	2.3333333333333335
antagonists	1	2	1	1.0
antecedents	1	2	1	1.0
antechamber	32	43	11	0.34375
antechambers	1	13	12	12.0
anterior	1	2	1	1.0
anticardinalist	1	2	1	1.0
antichrist	2	24	22	11.0
anticipate	2	12	10	5.0
anticipated	1	3	2	2.0
anticipating	1	6	5	5.0
anticipation	1	7	6	6.0
antidote	1	8	7	7.0
antipathy	1	9	8	8.0
antique	1	10	9	9.0
antoine	3	9	6	2.0
anxiety	17	21	4	0.23529411764705882
anxious	34	42	8	0.23529411764705882
anxiously	6	8	2	0.3333333333333333
any	227	249	22	0.09691629955947137
anybody	19	20	1	0.05263157894736842
anyone	40	51	11	0.275
anyonehost	1	1	0	0.0
anything	78	87	9	0.11538461538461539
anywhere	1	6	5	5.0
apart	2	11	9	4.5
apartment	68	72	4	0.058823529411764705
apartments	3	17	14	4.666666666666667
aperture	1	7	6	6.0
apiece	3	11	8	2.6666666666666665
apocalypse	1	3	2	2.0
apologies	3	12	9	3.0
apology	1	8	7	7.0
apostasy	1	10	9	9.0
apostrophized	1	7	6	6.0
apothecary	1	11	10	10.0
apparel	1	12	11	11.0
apparent	6	10	4	0.6666666666666666
apparently	5	9	4	0.8
apparition	7	14	7	1.0
apparitionfor	1	3	2	2.0
apparitions	2	6	4	2.0
appeal	5	8	3	0.6
appear	46	52	6	0.13043478260869565
appearance	37	53	16	0.43243243243243246
appearancean	1	6	5	5.0
appearances	3	6	3	1.0
appeared	165	169	4	0.024242424242424242
appearing	10	35	25	2.5
appears	64	66	2	0.03125
appearthanks	1	12	11	11.0
appease	2	21	19	9.5
appeased	3	6	3	1.0
appetite	1	10	9	9.0
appetites	1	4	3	3.0
appetizing	1	11	10	10.0
applauded	2	5	3	1.5
applause	2	4	2	1.0
applicable	3	9	6	2.0
application	2	3	1	0.5
applied	7	10	3	0.42857142857142855
applies	1	7	6	6.0
apply	6	9	3	0.5
applying	1	5	4	4.0
appoint	3	6	3	1.0
appointed	17	21	4	0.23529411764705882
appointing	2	14	12	6.0
appointment	10	18	8	0.8
appointments	4	8	4	1.0
appreciate	4	17	13	3.25
appreciated	4	28	24	6.0
appreciation	1	14	13	13.0
apprehended	2	8	6	3.0
apprentice	4	9	5	1.25
apprenticeship	2	11	9	4.5
apprised	1	28	27	27.0
approach	12	18	6	0.5
approached	36	37	1	0.027777777777777776
approaching	15	21	6	0.4
approbation	1	5	4	4.0
appropriate	1	2	1	1.0
appropriated	1	3	2	2.0
approve	2	15	13	6.5
approved	1	3	2	2.0
approves	1	5	4	4.0
approving	3	8	5	1.6666666666666667
april	2	6	4	2.0
aptitude	1	4	3	3.0
arabesques	1	9	8	8.0
arabian	1	7	6	6.0
aramis	510	517	7	0.013725490196078431
aramiss	9	12	3	0.3333333333333333
arc	1	10	9	9.0
arcade	1	4	3	3.0
arch	1	15	14	14.0
archangels	1	9	8	8.0
arched	2	11	9	4.5
archers	3	7	4	1.3333333333333333
arches	2	18	16	8.0
archimedes	2	14	12	6.0
archipelago	1	4	3	3.0
archive	13	16	3	0.23076923076923078
archives	2	9	7	3.5
ardent	10	16	6	0.6
ardently	2	13	11	5.5
ardor	2	5	3	1.5
are	834	836	2	0.002398081534772182
arehave	1	5	4	4.0
argue	1	13	12	12.0
argued	1	2	1	1.0
arguing	1	8	7	7.0
argument	2	20	18	9.0
arguments	1	6	5	5.0
argumentum	1	11	10	10.0
aright	1	8	7	7.0
arise	3	8	5	1.6666666666666667
arisen	1	9	8	8.0
arising	1	3	2	2.0
aristocracy	1	8	7	7.0
aristocratic	4	35	31	7.75
arm	54	57	3	0.05555555555555555
armaments	2	9	7	3.5
armand	2	8	6	3.0
armchair	21	24	3	0.14285714285714285
armed	19	29	10	0.5263157894736842
armedif	1	22	21	21.0
armenia	1	9	8	8.0
armentieres	13	27	14	1.0769230769230769
armentiereseach	1	22	21	21.0
armida	1	12	11	11.0
armies	2	7	5	2.5
armor	1	5	4	4.0
arms	72	76	4	0.05555555555555555
armsa	1	5	4	4.0
armsthose	1	5	4	4.0
armswith	1	7	6	6.0
armupon	1	11	10	10.0
army	19	30	11	0.5789473684210527
arose	26	33	7	0.2692307692307692
aroseon	1	4	3	3.0
around	35	38	3	0.08571428571428572
aroused	1	6	5	5.0
arquebus	3	11	8	2.6666666666666665
arrange	3	11	8	2.6666666666666665
arranged	8	12	4	0.5
arrangement	1	6	5	5.0
arrangements	3	7	4	1.3333333333333333
arranging	2	4	2	1.0
arras	4	12	8	2.0
array	1	6	5	5.0
arrears	1	12	11	11.0
arrest	21	25	4	0.19047619047619047
arrested	38	46	8	0.21052631578947367
arresting	2	8	6	3.0
arrival	17	22	5	0.29411764705882354
arrive	19	35	16	0.8421052631578947
arrived	72	76	4	0.05555555555555555
arrives	2	13	11	5.5
arriving	14	16	2	0.14285714285714285
art	10	22	12	1.2
artful	1	4	3	3.0
article	1	11	10	10.0
artifices	1	14	13	13.0
artificial	1	9	8	8.0
artois	1	4	3	3.0
as	1748	1751	3	0.0017162471395881006
ascend	4	19	15	3.75
ascendancy	1	23	22	22.0
ascended	12	15	3	0.25
ascending	4	27	23	5.75
ascent	1	2	1	1.0
ascertain	9	11	2	0.2222222222222222
ascertained	1	8	7	7.0
ascii	2	6	4	2.0
ashamed	4	10	6	1.5
ashes	2	5	3	1.5
ashore	1	25	24	24.0
aside	10	21	11	1.1
asis	1	7	6	6.0
ask	73	73	0	0.0
asked	208	213	5	0.02403846153846154
asking	16	19	3	0.1875
asks	4	10	6	1.5
asleep	15	21	6	0.4
aspect	1	12	11	11.0
aspects	1	10	9	9.0
aspire	1	8	7	7.0
ass	4	17	13	3.25
assailants	1	3	2	2.0
assassin	9	15	6	0.6666666666666666
assassinate	8	13	5	0.625
assassinated	9	17	8	0.8888888888888888
assassinatedi	1	14	13	13.0
assassinating	3	8	5	1.6666666666666667
assassination	6	20	14	2.3333333333333335
assassins	7	15	8	1.1428571428571428
assassinsten	1	2	1	1.0
assault	4	13	9	2.25
assaulted	1	6	5	5.0
assemblage	3	5	2	0.6666666666666666
assembled	7	11	4	0.5714285714285714
assembly	1	11	10	10.0
assent	5	11	6	1.2
assert	1	12	11	11.0
asserted	1	18	17	17.0
assertion	1	4	3	3.0
asserts	1	5	4	4.0
assiduously	1	10	9	9.0
assign	1	16	15	15.0
assigned	3	9	6	2.0
assigning	1	13	12	12.0
assist	14	15	1	0.07142857142857142
assistance	16	22	6	0.375
assistant	1	5	4	4.0
assisted	6	20	14	2.3333333333333335
assisting	1	12	11	11.0
associate	1	4	3	3.0
associated	8	11	3	0.375
association	2	7	5	2.5
assorted	1	8	7	7.0
assortment	1	4	3	3.0
assume	10	12	2	0.2
assumed	13	18	5	0.38461538461538464
assuming	2	4	2	1.0
assurance	6	15	9	1.5
assurances	2	6	4	2.0
assure	15	19	4	0.26666666666666666
assured	36	39	3	0.08333333333333333
assuredly	1	24	23	23.0
assures	1	6	5	5.0
assuring	1	2	1	1.0
assyrians	1	5	4	4.0
astarte	1	6	5	5.0
astonish	4	11	7	1.75
astonished	31	34	3	0.0967741935483871
astonishes	1	2	1	1.0
astonishing	6	12	6	1.0
astonishment	29	35	6	0.20689655172413793
astounded	2	3	1	0.5
astray	1	5	4	4.0
astrologer	1	12	11	11.0
astute	2	7	5	2.5
at	1750	1760	10	0.005714285714285714
ate	11	15	4	0.36363636363636365
athos	927	930	3	0.003236245954692557
athosfor	1	1	0	0.0
athoshe	1	22	21	21.0
athosi	1	13	12	12.0
athoss	27	40	13	0.48148148148148145
athosthe	1	23	22	22.0
athoswhat	1	15	14	14.0
athosyou	1	5	4	4.0
atmosphere	2	5	3	1.5
atmospheric	1	1	0	0.0
atoms	1	3	2	2.0
atrocious	1	1	0	0.0
attach	6	19	13	2.1666666666666665
attached	14	19	5	0.35714285714285715
attaches	1	9	8	8.0
attaching	2	12	10	5.0
attachment	1	6	5	5.0
attack	10	26	16	1.6
attacked	12	12	0	0.0
attacking	2	3	1	0.5
attacks	2	12	10	5.0
attain	2	6	4	2.0
attained	2	11	9	4.5
attainment	1	5	4	4.0
attempt	10	20	10	1.0
attempted	9	12	3	0.3333333333333333
attempting	1	2	1	1.0
attempts	8	14	6	0.75
attend	4	16	12	3.0
attendant	7	21	14	2.0
attendantfor	1	20	19	19.0
attendants	1	4	3	3.0
attended	5	16	11	2.2
attending	2	7	5	2.5
attention	44	49	5	0.11363636363636363
attentions	3	9	6	2.0
attentive	2	15	13	6.5
attentively	6	8	2	0.3333333333333333
attest	3	11	8	2.6666666666666665
attested	1	17	16	16.0
attesting	1	19	18	18.0
attests	1	2	1	1.0
attitude	7	30	23	3.2857142857142856
attitudes	1	7	6	6.0
attorney	2	6	4	2.0
attract	3	11	8	2.6666666666666665
attracted	5	25	20	4.0
attraction	3	7	4	1.3333333333333333
attractions	1	10	9	9.0
attractive	1	11	10	10.0
attribute	1	6	5	5.0
attributed	3	6	3	1.0
attributes	1	35	34	34.0
atwhen	1	13	12	12.0
au	7	12	5	0.7142857142857143
auberge	2	2	0	0.0
audacity	5	6	1	0.2
audible	3	17	14	4.666666666666667
audibly	1	9	8	8.0
audience	11	17	6	0.5454545454545454
auditor	3	18	15	5.0
auditors	7	11	4	0.5714285714285714
augmented	1	16	15	15.0
augury	2	12	10	5.0
august	8	15	7	0.875
augustine	3	18	15	5.0
augustins	2	5	3	1.5
augustinus	1	13	12	12.0
aunt	1	3	2	2.0
austere	4	6	2	0.5
austerity	1	17	16	16.0
austria	47	55	8	0.1702127659574468
austriafor	1	10	9	9.0
austrian	1	9	8	8.0
austriato	1	7	6	6.0
author	1	4	3	3.0
authorities	5	18	13	2.6
authority	2	8	6	3.0
authorization	2	11	9	4.5
authorize	3	4	1	0.3333333333333333
authorized	4	13	9	2.25
authors	3	25	22	7.333333333333333
autumn	1	7	6	6.0
auvergne	1	2	1	1.0
aux	6	7	1	0.16666666666666666
auxiliary	1	14	13	13.0
avail	1	3	2	2.0
available	2	6	4	2.0
availed	1	4	3	3.0
avant	1	2	1	1.0
avarice	2	10	8	4.0
avaricious	5	12	7	1.4
avenge	20	35	15	0.75
avenged	8	20	12	1.5
avenger	1	17	16	16.0
avengers	1	30	29	29.0
avenging	3	5	2	0.6666666666666666
avenue	1	7	6	6.0
avenues	1	7	6	6.0
aversion	1	6	5	5.0
aves	1	2	1	1.0
avidity	1	7	6	6.0
avoid	13	29	16	1.2307692307692308
avoided	2	8	6	3.0
avoiding	1	13	12	12.0
avow	3	7	4	1.3333333333333333
await	2	10	8	4.0
awaited	18	24	6	0.3333333333333333
awaiting	6	42	36	6.0
awaits	5	21	16	3.2
awake	1	10	9	9.0
awaken	4	8	4	1.0
awakened	7	11	4	0.5714285714285714
awakening	3	9	6	2.0
awakens	1	5	4	4.0
awaking	2	6	4	2.0
aware	15	17	2	0.13333333333333333
away	117	123	6	0.05128205128205128
awayyou	1	7	6	6.0
awful	2	8	6	3.0
awhile	1	15	14	14.0
awkward	2	15	13	6.5
awkwardly	1	9	8	8.0
awoke	6	14	8	1.3333333333333333
ax	2	9	7	3.5
ay	11	21	10	0.9090909090909091
azure	2	8	6	3.0
b	2	5	3	1.5
baal	1	4	3	3.0
babble	1	6	5	5.0
baboon	1	9	8	8.0
bac	2	4	2	1.0
back	131	144	13	0.09923664122137404
background	2	3	1	0.5
backs	1	13	12	12.0
backson	7	25	18	2.5714285714285716
backward	12	23	11	0.9166666666666666
bacon	1	4	3	3.0
bad	44	51	7	0.1590909090909091
bade	5	8	3	0.6
badly	15	23	8	0.5333333333333333
badlyas	1	9	8	8.0
